D1,D2,D3,rX,rY,gX,gY
397,108,291,256.1416667,299.19626170000004,240,238
409,124,283,254.1883333,315.8598131,240,258
422,139,266,248.83833330000002,339.3831776,240,280
436,156,266,250.49,353.4158879,242,304
447,171,259,247.3466667,369.05607480000003,240,320
451,186,250,237.5975,378.603972,236,340
452,196,239,227.5008333,385.942757,236,360
451,210,229,213.375,390.3551402,236,374
447,223,220,197.6325,390.8796729,232,386
444,234,214,184.85666669999998,390.79906539999996,228,394
443,244,214,177.1625,391.74415889999995,218,398
